"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Introductory digital design & computer architecture curriculum","D. M. Harris; S. Harris","Department of Engineering, Harvey Mudd College, Claremont, CA, USA; Department of Engineering, Harvey Mudd College, Claremont, CA, USA",2013 IEEE International Conference on Microelectronic Systems Education (MSE),"25 Jul 2013","2013","","","14","16","This paper has described the philosophy and content of a textbook on Digital Design and Computer Architecture. The text fills a niche in programs that appreciate the elegance of Patterson & Hennessy's Computer Organization and Design but wish to integrate digital logic with architecture in a single course or cohesive sequence.","","978-1-4799-0142-5","10.1109/MSE.2013.6566693","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6566693","digital design;computer architecture;project-based learning","Computer architecture;Hardware;Hardware design languages;Computers;Software;Programming profession","","5","","4","IEEE","25 Jul 2013","2-3 June 2013","2-3 June 2013","IEEE","IEEE Conferences"
"Work in progress - computer architecture meets ubiquitous computing","A. Clements","University of Teesside, Middlesbrough, UK",2009 39th IEEE Frontiers in Education Conference,"8 Dec 2009","2009","","","1","2","Computer architecture has been a core topic in computer science since the 1950s. It is taught in most universities offering CS degrees and features in IEEE CS/ACM computing curricula. Interest in computer architecture has fallen. The number of innovative books on computer architecture has declined, as well as the number of papers on computer architecture education. This work in progress describes an attempt to breathe new life into the computer architecture curriculum by combining it with an area of growing interest - ubiquitous computing. An innovative attempt to create a new curriculum combining parts of the existing computer architecture curriculum with the structure, organization and design of ubiquitous systems is described. It examines factors common to both conventional processors and ubiquitous systems, for example input sensors and technologies, as well as low-power technology and memory design for portable applications.","2377-634X","978-1-4244-4715-2","10.1109/FIE.2009.5350715","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5350715","Computer architecture;ubiquitous computing;curriculum design","Computer architecture;Ubiquitous computing;Pervasive computing;Computer science;Hardware;Power engineering computing;Application software;Programming profession;Embedded computing;Digital audio players","","1","","2","IEEE","8 Dec 2009","18-21 Oct. 2009","18-21 Oct. 2009","IEEE","IEEE Conferences"
"Ontology of architectural decisions supporting ATAM based assessment of SOA architectures","P. Szwed; P. Skrzynski; G. Rogus; J. Werewka","Department of Applied Computer Science, AGH University of Science and Technology; Department of Applied Computer Science, AGH University of Science and Technology; Department of Applied Computer Science, AGH University of Science and Technology; Department of Applied Computer Science, AGH University of Science and Technology",2013 Federated Conference on Computer Science and Information Systems,"7 Nov 2013","2013","","","287","290","Nowadays, Service Oriented Architecture (SOA) might be treated as a state of the art approach to the design and implementation of enterprise software. Contemporary software developed according to SOA paradigm is a complex structure, often integrating various platforms, technologies, products and design patterns. Hence, it arises a problem of early evaluation of a software architecture to detect design flaws that might compromise expected system qualities. Such assessment requires extensive knowledge gathering information on various types of architectural decisions, their relations and influences on quality attributes. In this paper we describe SOAROAD (SOA Related Ontology of Architectural Decisions), which was developed to support the evaluation of architectures of information systems using SOA technologies. The main goal of the ontology is to provide constructs for documenting SOA. However, it is designed to support future reasoning about architecture quality and for building a common knowledge base. When building the ontology we focused on the requirements of Architecture Tradeoff Analysis Method (ATAM) which was chosen as a reference methodology of architecture evaluation.","","978-83-60810-52-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6644014","software architecture;ontology;SOA;ATAM;architecture assessment;architecture evaluation;enterprise architecture","Computer architecture;Ontologies;Service-oriented architecture;Architecture;Semiconductor optical amplifiers","","1","","24","","7 Nov 2013","8-11 Sept. 2013","8-11 Sept. 2013","IEEE","IEEE Conferences"
"The Netflix Challenge: Datacenter Edition","C. Delimitrou; C. Kozyrakis","Stanford University, Stanford, USA; Stanford University, Stanford, USA",IEEE Computer Architecture Letters,"4 Jun 2013","2013","12","1","29","32","The hundreds of thousands of servers in modern warehouse-scale systems make performance and efficiency optimizations pressing design challenges. These systems are traditionally considered homogeneous. However, that is not typically the case. Multiple server generations compose a heterogeneous environment, whose performance opportunities have not been fully explored since techniques that account for platform heterogeneity typically do not scale to the tens of thousands of applications hosted in large-scale cloud providers. We present ADSM, a scalable and efficient recommendation system for application-to-server mapping in large-scale datacenters (DCs) that is QoS-aware. ADSM overcomes the drawbacks of previous techniques, by leveraging robust and computationally efficient analytical methods to scale to tens of thousands of applications with minimal overheads. It is also QoS-aware, mapping applications to platforms while enforcing strict QoS guarantees. ADSM is derived from validated analytical models, has low and bounded prediction errors, is simple to implement and scales to thousands of applications without significant changes to the system. Over 390 real DC workloads, ADSM improves performance by 16% on average and up to 2.5x and efficiency by 22% in a DC with 10 different server configurations.","1556-6064","","10.1109/L-CA.2012.10","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6212411","Computer Systems Organization;Computer System Implementation;Large and Medium (“Mainframe”) Computers;Super (very large) computers;Computer Systems Organization;Processor Architectures;Other Architecture Styles;Heterogeneous (hybrid) systems;Computer Systems Organization;Processor Architectures;Parallel Architectures;Scheduling and task partitioning;Computer Systems Organization;Performance of Systems;Design studies;Computer Systems Organization;Special-Purpose and Application-Based Systems;Application studies resulting in better multiple-processor systems;Computer Systems Organization;Performance of Systems;Measurement;evaluation;modeling;simulation of multiple-processor systems","Data centers;Large-scale systems;Computer architecture;Scheduling;Data centers;Multiprocessing systems","","16","","16","IEEE","5 Jun 2012","January-June 2013","","IEEE","IEEE Journals"
"Teaching computer architecture as engineering design with VLSI","S. P. Levitan; J. T. Cain","Department of Electrical Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Department of Electrical Engineering, University of Pittsburgh, Pittsburgh, PA, USA",[1988] Proceedings of the Twenty-First Annual Hawaii International Conference on System Sciences. Volume I: Architecture Track,"6 Aug 2002","1988","1","","85","90","It is argued that to teach computer architecture is to teach engineering design of complex, multidisciplinary systems, and that to integrate that experience into an undergraduate curriculum of either computer science or electrical engineering is difficult. Students typically do not have enough breadth of experience to appreciate all the real-world concerns. It is suggested instead that VLSI be taught as a microcosm of the process of computer architecture design. By using integrated design teams of students, it is possible to give them the experience of a design project in an academic setting.<>","","0-8186-0841-2","10.1109/HICSS.1988.11747","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11747","","Education;Computer architecture;Design engineering;Very large scale integration;Process design;Computer science;Testing;Decision making;Design methodology;Modems","","","","","IEEE","6 Aug 2002","5-8 Jan. 1988","5-8 Jan. 1988","IEEE","IEEE Conferences"
"IEEE Recommended Practice for Distributed Simulation Engineering and Execution Process Multi-Architecture Overlay (DMAO)","",,"IEEE P1730.1/D3.2, August 2013","4 Nov 2013","2013","","","1","95","A recommended practice for applying the Distributed Simulation Engineering and Execution Process (DSEEP) to the development and execution of distributed simulation environments that include more than one distributed simulation architecture is described. The distributed simulation architectures to which the recommended practice applies include Distributed Interactive Simulation (DIS), High Level Architecture (HLA), and Test and Training Enabling Architecture (TENA). The DSEEP Multi-Architecture Overlay (DMAO) identifies and describes multi-architecture issues and provides recommended actions for simulation environment developers faced with those issues. The DMAO also augments the DSEEP lists of inputs, recommended tasks, and outcomes with additional inputs, recommended tasks, and outcomes that apply to multi-architecture simulation environments. This document is an overlay to the DSEEP, which is a separate recommended practice.","","978-0-7381-8633-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6654207","DIS;Distributed Interactive Simulation;distributed simulation;Distributed Simulation Engineering and Execution Process;DMAO;DSEEP;High Level Architecture;HLA;IEEE 1730(TM);IEEE 1730.1(TM);multi-architecture;systems engineering methodology;TENA;Test and Training Enabling Architecture","IEEE standards;Computer architecture;Interoperability;Data models;Training;Logic gates","","","","","","4 Nov 2013","1 Nov. 2013","","IEEE","IEEE Standards"
"Test Strategies for Reliable Runtime Reconfigurable Architectures","L. Bauer; C. Braun; M. E. Imhof; M. A. Kochte; E. Schneider; H. Zhang; J. Henkel; H. -J. Wunderlich","Chair for Embedded Systems, Department of Computer Science, Karlsruhe Institute of Technology, Karlsruhe, Germany; Institute of Computer Architecture and Computer Engineering, University of Stuttgart, Stuttgart, Germany; Institute of Computer Architecture and Computer Engineering, University of Stuttgart, Stuttgart, Germany; Institute of Computer Architecture and Computer Engineering, University of Stuttgart, Stuttgart, Germany; Institute of Computer Architecture and Computer Engineering, University of Stuttgart, Stuttgart, Germany; Chair for Embedded Systems, Department of Computer Science, Karlsruhe Institute of Technology, Karlsruhe, Germany; Chair for Embedded Systems, Department of Computer Science, Karlsruhe Institute of Technology, Karlsruhe, Germany; Institute of Computer Architecture and Computer Engineering, University of Stuttgart, Stuttgart, Germany",IEEE Transactions on Computers,"28 Jun 2013","2013","62","8","1494","1507","Field-programmable gate array (FPGA)-based reconfigurable systems allow the online adaptation to dynamically changing runtime requirements. The reliability of FPGAs, being manufactured in latest technologies, is threatened by soft errors, as well as aging effects and latent defects. To ensure reliable reconfiguration, it is mandatory to guarantee the correct operation of the reconfigurable fabric. This can be achieved by periodic or on-demand online testing. This paper presents a reliable system architecture for runtime-reconfigurable systems, which integrates two nonconcurrent online test strategies: preconfiguration online tests (PRET) and postconfiguration online tests (PORT). The PRET checks that the reconfigurable hardware is free of faults by periodic or on-demand tests. The PORT has two objectives: It tests reconfigured hardware units after reconfiguration to check that the configuration process completed correctly and it validates the expected functionality. During operation, PORT is used to periodically check the reconfigured hardware units for malfunctions in the programmable logic. Altogether, this paper presents PRET, PORT, and the system integration of such test schemes into a runtime-reconfigurable system, including the resource management and test scheduling. Experimental results show that the integration of online testing in reconfigurable systems incurs only minimum impact on performance while delivering high fault coverage and low test latency.","1557-9956","","10.1109/TC.2013.53","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6475939","FPGA;reconfigurable architectures;online test","Containers;Circuit faults;Field programmable gate arrays;Fabrics;Testing;Ports (Computers);Computer architecture","","24","","64","IEEE","7 Mar 2013","Aug. 2013","","IEEE","IEEE Journals"
"SP-1: Design and Simulation of 4-bit Simple CPU on Logisim for Computer Architecture Education","N. Ul Sadad; A. Afrin; M. N. I. Mondal","Dept. of Computer Science & Engineering, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Dept. of Computer Science & Engineering, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Dept. of Computer Science & Engineering, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh","2022 4th International Conference on Electrical, Computer & Telecommunication Engineering (ICECTE)","8 May 2023","2022","","","1","6","Teaching Computer Organization and Architecture (COA) course often involves review of internals of real life processors which are not enough for students to achieve a deep understanding of a Central Processing Unit (CPU). Designing and simulating a simplistic CPU with important features of real processors step by step using a logic simulator called Logisim can help students close the gap between theory and hands-on experience. This paper proposes the simulation and design of a simple 4-bit CPU architecture called SP-l for undergraduate COA course using Logisim simulator which can also help achieve Learning Outcomes (LO) of COA course recommended by ACM Curricula. Proposed CPU architecture includes ALU, Register Set, Memory and other structures whose simulations are easy for undergraduate students to visualize and understand.","","979-8-3503-2054-1","10.1109/ICECTE57896.2022.10114523","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10114523","Computer Organization and Architecture (COA);Logisim;Learning Support","Visualization;Program processors;Computational modeling;Education;Computer architecture;Organizations;Communications technology","","","","28","IEEE","8 May 2023","29-31 Dec. 2022","29-31 Dec. 2022","IEEE","IEEE Conferences"
"The IT implicated within the enterprise architecture model: Analysis of architecture models and focus IT architecture domain","I. A. Alonso; J. C. Verdún; E. T. Caro","UPM, Technical University of Madrid, Madrid, Spain; UPM, Technical University of Madrid, Madrid, Spain; UPM, Technical University of Madrid, Madrid, Spain",2010 IEEE International Conference on Service-Oriented Computing and Applications (SOCA),"4 Feb 2011","2010","","","1","5","This paper describes the importance of Information Technology in improving business; due to technological changes and the strong impact of technology on all areas of business it is necessary to clearly distinguish the importance of the IT architecture domain, and its architecture types within enterprise architecture. Today business managers need fast and reliable access to information for decision-making which involves the integration of all business units within the company in order to achieve these objectives; it is very important to consider the role of enterprise architecture as a key element in achieving good business management.","2163-2871","978-1-4244-9801-7","10.1109/SOCA.2010.5707174","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5707174","Enterprise Architecture;Business Architecture;Information Architecture;Data Architecture;Aplication Architecture;Technology Architecture","Computer architecture;Companies;Information systems;Standards;Data models","","6","","13","IEEE","4 Feb 2011","13-15 Dec. 2010","13-15 Dec. 2010","IEEE","IEEE Conferences"
"Applying Two New Methods to the Teaching of Computer Architecture","Z. Gao; G. Xue; G. Dai; X. Wei","College of Computer Science, Hangzhou Dianzi University, Hangzhou, Zhejiang, China; College of Computer Science, Hangzhou Dianzi University, Hangzhou, Zhejiang, China; College of Computer Science, Hangzhou Dianzi University, Hangzhou, Zhejiang, China; College of Computer Science, Hangzhou Dianzi University, Hangzhou, Zhejiang, China",2010 10th IEEE International Conference on Computer and Information Technology,"16 Sep 2010","2010","","","2109","2113","In undergraduate teaching, Computer Architecture (CA) is one of the courses with more systematic, comprehensive and abstract knowledge. In current Chinese universities, how to bring up undergraduates' study interest and understand the knowledge of CA deeply are two important problems. In this paper, we present two new teaching methods, i.e., analogy-example method (AEM) and application-driven extension method (ADEM), to make undergraduates deeply understand knowledge and systematically analyze problems, broaden their scope of knowledge, and bring up their interest in study and practice further. Experimental evaluation shows the two methods can yield better teaching effects.","","978-1-4244-7548-3","10.1109/CIT.2010.359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5578375","Computer Architecture;computer education;Example Method;Extension Method;undergraduate teaching","Petroleum;Education;Pipelines;Computers;Transportation;Fuel storage;Computer architecture","","1","","12","IEEE","16 Sep 2010","29 June-1 July 2010","29 June-1 July 2010","IEEE","IEEE Conferences"
"Machine Learning Computers With Fractal von Neumann Architecture","Y. Zhao; Z. Fan; Z. Du; T. Zhi; L. Li; Q. Guo; S. Liu; Z. Xu; T. Chen; Y. Chen","State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Institute of Software, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Computers,"9 Jun 2020","2020","69","7","998","1014","Machine learning techniques are pervasive tools for emerging commercial applications and many dedicated machine learning computers on different scales have been deployed in embedded devices, servers, and data centers. Currently, most machine learning computer architectures still focus on optimizing performance and energy efficiency instead of programming productivity. However, with the fast development in silicon technology, programming productivity, including programming itself and software stack development, becomes the vital reason instead of performance and power efficiency that hinders the application of machine learning computers. In this article, we propose Cambricon-F, which is a series of homogeneous, sequential, multi-layer, layer-similar, and machine learning computers with same ISA. A Cambricon-F machine has a fractal von Neumann architecture to iteratively manage its components: it is with von Neumann architecture and its processing components (sub-nodes) are still Cambricon-F machines with von Neumann architecture and the same ISA. Since different Cambricon-F instances with different scales can share the same software stack on their common ISA, Cambricon-Fs can significantly improve the programming productivity. Moreover, we address four major challenges in Cambricon-F architecture design, which allow Cambricon-F to achieve a high efficiency. We implement two Cambricon-F instances at different scales, i.e., Cambricon-F100 and Cambricon-F1. Compared to GPU based machines (DGX-1 and 1080Ti), Cambricon-F instances achieve 2.82x, 5.14x better performance, 8.37x, 11.39x better efficiency on average, with 74.5, 93.8 percent smaller area costs, respectively. We further propose Cambricon-FR, which enhances the Cambricon-F machine learning computers to flexibly and efficiently support all the fractal operations with a reconfigurable fractal instruction set architecture. Compared to the Cambricon-F instances, Cambricon-FR machines achieve 1.96x, 2.49x better performance on average. Most importantly, Cambricon-FR computers are able to save the code length with a factor of 5.83, thus significantly improving the programming productivity.","1557-9956","","10.1109/TC.2020.2982159","National Basic Research Program of China (973 Program)(grant numbers:2017YFB1003101,2018AAA0103300,2017YFA0700900,2017YFA0700902,2017YFA0700901); National Natural Science Foundation of China(grant numbers:61732007,61432016,61532016,61672491,61602441,61602446,61732002,61702478,61732020); Natural Science Foundation of Beijing Municipality(grant numbers:JQ18013); National Science and Technology Major Project(grant numbers:2018ZX01031102); Transformation and Transfer of Scientific and Technological Achievements of Chinese Academy of Sciences(grant numbers:KFJ-HGZX-013); Key Research Projects in Frontier Science of Chinese Academy of Sciences(grant numbers:QYZDB-SSW-JSC001); Strategic Priority Research Program of Chinese Academy of Science(grant numbers:XDB32050200,XDC01020000); Standardization Research Project of Chinese Academy of Sciences(grant numbers:BZ201800001); Beijing Academy of Aritificial Intelligence; Beijing Nova Program of Science and Technology(grant numbers:Z191100001119093); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9043700","Machine learning;architecture;neural networks;programming efficiency","Machine learning;Computers;Fractals;Programming;Computer architecture;Graphics processing units;Matrix decomposition","","13","","65","IEEE","20 Mar 2020","1 July 2020","","IEEE","IEEE Journals"
"The Need for a Multilevel Context-Aware Software Architecture Analysis and Design Method with Enterprise and System Architecture Concerns as First Class Entities","P. Petrov; U. Buy; R. L. Nord","Department of Computer Science, University of Illinois, Chicago, Chicago, IL, USA; Department of Computer Science, University of Illinois, Chicago, Chicago, IL, USA; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA",2011 Ninth Working IEEE/IFIP Conference on Software Architecture,"21 Jul 2011","2011","","","147","156","Traditional analysis and design approaches focus on ""fit for purpose."" Experience with contextual environment concerns demonstrates that ""fit to context"" is a consideration that is equally significant for the appropriateness of the chosen architecture. We propose a multilevel, context-aware approach to software architecture that (1) treats contextual environment concerns as first class entities and (2) groups concerns and techniques of different abstraction, scope and grain into separate explicit levels. We categorize contextual environment concerns into enterprise and system. The proposed method groups software architecture in macro-architecture and micro-architecture levels. In a significant departure from most current software architecture practices, we view and treat macro-architecture as a decision analysis discipline while applying the engineering modeling and design practices used in traditional software architecture methods to the micro-architecture level. In this paper we introduce the software architecture approach and method, discuss our current research, and identify the topics that must be addressed and further defined to complete the method.","","978-1-61284-399-5","10.1109/WICSA.2011.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5959685","contextual;emergent;inference;pattern;probabilistic;architecture-centric;software engineering;enterprise architecture;system architecture","Computer architecture;Software architecture;Context;Analytical models;Design methodology;Organizations","","5","","55","IEEE","21 Jul 2011","20-24 June 2011","20-24 June 2011","IEEE","IEEE Conferences"
"A Courses Ontology System for Computer Science Education","Y. Wang; Z. Wang; X. Hu; T. Bai; S. Yang; L. Huang","College of computer science and technology, Jilin University, Changchun, China; College of computer science and technology, Jilin University, Changchun, China; College of computer science and technology, Jilin University, Changchun, China; College of computer science and technology, Jilin University, Changchun, China; College of computer science and technology, Jilin University, Changchun, China; College of computer science and technology, Jilin University, Changchun, China",2019 IEEE International Conference on Computer Science and Educational Informatization (CSEI),"23 Dec 2019","2019","","","251","254","A computer knowledge system plays a crucial role in computer education owing to the diversification and speedy development of computer courses. There are many curriculum resources, especially in China, but most of them are relatively independent and cannot guide students to acquire more knowledge which is relevant to this course directly. To relieve these issues, in this paper, we propose an ontology system for the computer course architecture (OSCCA) to instruct, guide, and direct students efficient learning. OSCCA collects undergraduate course catalogs from the twenty famous Chinese universities and some network education websites. Then course entities and their interrelationships are culled to build Chinese course ontology. Based on these roles, OSCCA can provide effectively and contributed learning guidance to the fresh learner and OSCCA is developed by Java.","","978-1-7281-2308-0","10.1109/CSEI47661.2019.8938930","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8938930","computer education;Computer course architecture;ontology viewing;computer ontology system","Ontologies;Java;Cognition;Computer architecture;Data mining;Natural language processing","","5","","11","IEEE","23 Dec 2019","16-19 Aug. 2019","16-19 Aug. 2019","IEEE","IEEE Conferences"
"SaaS Service Architecture of Online System Platform for Engineering Project Management Teaching based on Computer Data Monitoring Algorithm","Y. Song; Y. Wang; J. Fang; H. Wang","College of Civil Engineering and Architecture, Jiaxing University, Jiaxing, China; School of Business, Shanghai University of International Business and Economics, Shanghai, China; College of Civil Engineering and Architecture, Jiaxing University, Jiaxing, China; College of Civil Engineering and Architecture, Jiaxing University, Jiaxing, China",2022 International Conference on Edge Computing and Applications (ICECAA),"8 Nov 2022","2022","","","71","74","This paper proposes a data layer architecture based on mass customization for SaaS software services, and analyzes and compares three data architecture design schemes. A dynamic data expansion model is proposed for the engineering project management teaching course and shared Schema structure. The composition structure and functional modules of the computer basic course teaching resource library are expounded, and the construction and use of the cloud computing-based computer basic course teaching resource library are analyzed with effective ways. Manage the data access of the open SaaS service platform and conduct simulation analysis. The combination of open SaaS service architecture and LRU-RSIZE algorithm can effectively solve the problem of on-demand storage and management of user data.","","978-1-6654-8232-5","10.1109/ICECAA55415.2022.9936291","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9936291","SaaS Service Architecture;Online System Platform;Engineering Project Management;Computer Data Monitoring Algorithm","Mass customization;Computational modeling;Software as a service;Education;Software algorithms;Project management;Computer architecture","","","","13","IEEE","8 Nov 2022","13-15 Oct. 2022","13-15 Oct. 2022","IEEE","IEEE Conferences"
"Future Automotive Architecture and the Impact of IT Trends","M. Traub; A. Maier; K. L. Barbehön","BMW; E/E-Architecture department, BMW; BMW",IEEE Software,"15 May 2017","2017","34","3","27","32","The transfer of IT and consumer-electronics technologies to the automotive domain will provide major opportunities. However, both these technologies and the automotive industry will require much adaptation. Architectures for automotive electronics are quickly changing. Energy efficiency is evolving the classic powertrain toward high-voltage hybrid and electric engines. Autonomous driving demands multisensor fusion away from functionally isolated control units. Connectivity and infotainment have transformed the car into a distributed IT system with cloud access; over-the-air functional upgrades; and high-bandwidth access to map services, media content, other vehicles, and the surrounding infrastructure.","1937-4194","","10.1109/MS.2017.69","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7927914","E/E architecture;electrical and electronic architecture;automotive software;ECUs;electronic control units;SOA;service-oriented architecture;consumer electronics;IT;software engineering;software development","Computer architecture;Automotive engineering;Service-oriented architecture;Sensors;Servers","","80","","2","IEEE","15 May 2017","May-Jun. 2017","","IEEE","IEEE Magazines"
"A Network Memory Architecture Model and Performance Analysis","L. Liu; M. Chen; Y. Bao; J. Xu; J. Fan","Key Laboratory of Computer System and Architecture, Institute of Computing Technology, Chinese Academy and Sciences, Beijing, China; Key Laboratory of Computer System and Architecture, Institute of Computing Technology, Chinese Academy and Sciences, Beijing, China; Chinese Academy of Sciences, Beijing, Beijing, CN; Chinese Academy of Sciences, Beijing, Beijing, CN; Key Laboratory of Computer System and Architecture, Institute of Computing Technology, Chinese Academy and Sciences, Beijing, China","2008 International Conference on Networking, Architecture, and Storage","25 Jul 2008","2008","","","177","178","This paper presents a network memory architecture and makes a performance model to analysis the slowdown caused by the remote access delay. In this architecture the network memory is accessed through a smart network memory controller. A local page cache and a virtual page prefetching engine are designed in the smart network memory controller to improve the memory access performance.","","978-0-7695-3187-8","10.1109/NAS.2008.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4579586","Network;Memory;Architecture;Prefetching","Prefetching;Delay;Memory architecture;Memory management;Computer architecture;Engines;Monitoring","","","","4","IEEE","25 Jul 2008","12-14 June 2008","12-14 June 2008","IEEE","IEEE Conferences"
"RAModel: A Reference Model for Reference Architectures","E. Y. Nakagawa; F. Oquendo; M. Becker","University of São Paulo, Sao Carlos, Sao Paulo, Brazil; University of South Brittany, Vannes, France; Fraunhofer IESE, Kaiserslautern, Germany",2012 Joint Working IEEE/IFIP Conference on Software Architecture and European Conference on Software Architecture,"25 Oct 2012","2012","","","297","301","Reference architectures have emerged as a special type of software architecture that achieves well-recognized understanding of specific domains, promoting reuse of design expertise and facilitating the development, standardization, and evolution of software systems. Designed for various domains and purpose, they have increasingly impacted important aspects of system development, such as productivity and quality of such systems. However, reference architectures have been sometimes established without an adequate concern about which elements they should encompass. Besides that, there is a lack of work that investigate the essence of reference architectures, their dimensions and elements that they should contain. In this perspective, the main contribution of this paper is to present a reference model for reference architectures, named RAModel (Reference Architecture Model), that intends to improve the understanding about what reference architectures are, as well as their components and relationships, supporting the establishment, use, and evolution of such architectures.","","978-1-4673-2809-8","10.1109/WICSA-ECSA.212.49","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337739","Reference architecture;reference architecture model;reference model","Computer architecture;Software architecture;Software systems;Architecture;Business;Standards","","47","","21","IEEE","25 Oct 2012","20-24 Aug. 2012","20-24 Aug. 2012","IEEE","IEEE Conferences"
"The effect of application characteristics on performance in a parallel architecture","A. Guzman; E. J. Krall; P. F. McGehearty; N. Bagherzadeh","Advanced Computer Architecture Program, MCC, Austin, TX, USA; Advanced Computer Architecture Program, MCC, Austin, TX, USA; Advanced Computer Architecture Program, MCC, Austin, TX, USA; Advanced Computer Architecture Program, MCC, Austin, TX, USA",[1988] Proceedings of the Twenty-First Annual Hawaii International Conference on System Sciences. Volume I: Architecture Track,"6 Aug 2002","1988","1","","167","173","A shared-memory, hierarchical, clustered architecture is reported. Measurements presented (including speedups) were obtained by running six different symbolic application kernels with varying architectural parameters. The results and graphs shown highlight the manner in which application characteristics place limits on achievable parallel performance, given particular architectural features. The discussion covers processor starvation, fine-grain parallelism, uneven loads, foreign reference, cost scheduling and indeterminate computation with respect to the applications chosen. These measurements provide understanding of some of the interactions that take place between the architectural parameters and the specific applications and suggest ways to improve the architecture. To date, the architecture has shown reasonable speedups on the chosen applications.<>","","0-8186-0841-2","10.1109/HICSS.1988.11762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11762","","Parallel architectures;Computer architecture;Application software;Kernel;Velocity measurement;Parallel processing;Costs;Processor scheduling;Concurrent computing;Computational modeling","","","","","IEEE","6 Aug 2002","5-8 Jan. 1988","5-8 Jan. 1988","IEEE","IEEE Conferences"
"Every architecture description needs a framework: Expressing architecture frameworks using ISO/IEC 42010","D. Emery; R. Hilliard","DSCI, Inc., USA; NA",2009 Joint Working IEEE/IFIP Conference on Software Architecture & European Conference on Software Architecture,"23 Oct 2009","2009","","","31","40","The current draft revision of ISO/IEC 42010 (IEEE Std 1471) proposes a formalization of architecture framework within the ontology of the standard. This paper discusses the origin of the concept, motivates its standardization in ISO/IEC 42010, and argues that a well-defined architecture framework should be a key component of any architecture description. The paper describes the application of the proposed construct to several well-known architecture frameworks.","","978-1-4244-4984-2","10.1109/WICSA.2009.5290789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5290789","architecture description;architecture framework;standardization;architecture viewpoint;model correspondence;model correspondence rule","ISO standards;IEC standards;Computer architecture;Service oriented architecture;Software libraries;Ontologies;Standardization;Information systems;Software architecture;Distributed processing","","62","","23","IEEE","23 Oct 2009","14-17 Sept. 2009","14-17 Sept. 2009","IEEE","IEEE Conferences"
